,"访问时间","地域","来源","入口页面","搜索词","访问IP","访客标识码","访问时长","访问页数","最后停留在","上一次访问时间","访问类型","访问频次","操作系统","网络服务商","浏览器","语言环境","屏幕分辨率","屏幕颜色","Flash版本","是否支持Cookie","是否支持JAVA","打开时间","停留时长","页面地址"
"58","2019/08/25 01:19:09","洛阳","百度","https://link.zhihu.com/?target=http%3A//www.cdccql.com/awards/BET20190825011910.html","全天北京赛车网址=http://cahye88.top","123.9.242.146","1924183556400609788","未知","1","https://link.zhihu.com/?target=http%3A//www.cdccql.com/awards/BET20190825011910.html","首次访问","新访客","1","J2ME","网通","Opera移动版","","1920x1080","24-bit","","支持","不支持","01:19:09","未知","https://link.zhihu.com/?target=http%3A//www.cdccql.com/awards/BET20190825011910.html"
"59","2019/08/25 01:06:14","洛阳","百度","https://link.zhihu.com/?target=http%3A//www.cdccql.com/Middle/What20190825010615.html","分分彩官网网址=http://caidp88.top","42.235.124.49","2143179189015894841","未知","1","https://link.zhihu.com/?target=http%3A//www.cdccql.com/Middle/What20190825010615.html","首次访问","新访客","1","Linux","","Opera","","1920x1080","24-bit","","支持","不支持","01:06:14","未知","https://link.zhihu.com/?target=http%3A//www.cdccql.com/Middle/What20190825010615.html"
"60","2019/08/25 01:02:34","洛阳","百度","https://link.zhihu.com/?target=http%3A//www.cdccql.com/black/Inside20190825010234.html","福彩3D注册网址=http://cahkn88.top","42.224.133.113","1826992484107290401","未知","1","https://link.zhihu.com/?target=http%3A//www.cdccql.com/black/Inside20190825010234.html","首次访问","新访客","1","J2ME","","Opera移动版","","1920x1080","24-bit","","支持","不支持","01:02:34","未知","https://link.zhihu.com/?target=http%3A//www.cdccql.com/black/Inside20190825010234.html"
"61","2019/08/25 01:01:27","洛阳","百度","https://link.zhihu.com/?target=http%3A//www.cdccql.com/of/households20190825010128.html","时时彩计划网址=http://alpfx88.top","42.224.129.178","1841166395116759397","未知","1","https://link.zhihu.com/?target=http%3A//www.cdccql.com/of/households20190825010128.html","首次访问","新访客","1","Win Vista","","Opera","","1920x1080","24-bit","","支持","不支持","01:01:27","未知","https://link.zhihu.com/?target=http%3A//www.cdccql.com/of/households20190825010128.html"
"62","2019/08/25 01:00:48","钦州","https://blog.mofnr.cn","https://www.liu-hao.cn","--","116.9.86.2","1763555382324268451","36s","2","https://www.liu-hao.cn/record/84","首次访问","新访客","1","Win 10","电信","Google Chrome","","1920x1080","24-bit","","支持","不支持","01:00:48","30s","https://www.liu-hao.cn"
,,,,,,,,,,,,,,,,,,,,,,,"01:01:18","6s","https://www.liu-hao.cn/record/84"
"63","2019/08/25 00:58:54","洛阳","百度","https://link.zhihu.com/?target=http%3A//www.cdccql.com/that/gospel20190825005854.html","时时彩计划网址=http://alaqz88.top","42.224.135.209","2122273125699010039","未知","1","https://link.zhihu.com/?target=http%3A//www.cdccql.com/that/gospel20190825005854.html","首次访问","新访客","1","其他","","Firefox","","1920x1080","24-bit","","支持","不支持","00:58:54","未知","https://link.zhihu.com/?target=http%3A//www.cdccql.com/that/gospel20190825005854.html"
"64","2019/08/25 00:53:37","洛阳","百度","https://link.zhihu.com/?target=http%3A//www.cdccql.com/date/February20190825005337.html","PC蛋蛋计划网址=http://alhyn88.top","115.53.255.135","1927942030417997114","未知","1","https://link.zhihu.com/?target=http%3A//www.cdccql.com/date/February20190825005337.html","首次访问","新访客","1","Win 7","网通","Google Chrome","","1920x1080","24-bit","","支持","不支持","00:53:37","未知","https://link.zhihu.com/?target=http%3A//www.cdccql.com/date/February20190825005337.html"
"65","2019/08/25 00:51:27","洛阳","百度","https://link.zhihu.com/?target=http%3A//www.cdccql.com/Market/going20190825005128.html","分分彩开奖网址=http://aljyf88.top","42.224.97.167","1992741301812085339","未知","1","https://link.zhihu.com/?target=http%3A//www.cdccql.com/Market/going20190825005128.html","首次访问","新访客","1","macOS","","Safari","","1920x1080","24-bit","","支持","不支持","00:51:27","未知","https://link.zhihu.com/?target=http%3A//www.cdccql.com/Market/going20190825005128.html"
"66","2019/08/25 00:12:46","西安","百度","https://www.liu-hao.cn/record/86","session 记录信息 冲突","1.80.146.129","2095806850026827777","23s","1","https://www.liu-hao.cn/record/86","首次访问","新访客","1","Win 7","","搜狗高速","","1920x1080","24-bit","","支持","不支持","00:12:46","23s","https://www.liu-hao.cn/record/86"
"67","2019/08/24 23:48:17","洛阳","百度","https://link.zhihu.com/?target=http%3A//www.cdccql.com/Become/programming20190824234818.html","快乐飞艇官网网址=http://caijq88.top","115.53.251.231","2162866197671758396","未知","1","https://link.zhihu.com/?target=http%3A//www.cdccql.com/Become/programming20190824234818.html","首次访问","新访客","1","Win 7","网通","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-24 23:48:17","未知","https://link.zhihu.com/?target=http%3A//www.cdccql.com/Become/programming20190824234818.html"
"68","2019/08/24 23:48:07","洛阳","百度","https://link.zhihu.com/?target=http%3A//www.cdccql.com/were/by20190824234807.html","排列5代理网址=http://cahqt88.top","115.53.251.231","1861678725293056962","未知","1","https://link.zhihu.com/?target=http%3A//www.cdccql.com/were/by20190824234807.html","首次访问","新访客","1","Linux","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 23:48:07","未知","https://link.zhihu.com/?target=http%3A//www.cdccql.com/were/by20190824234807.html"
"69","2019/08/24 23:45:15","洛阳","百度","https://link.zhihu.com/?target=http%3A//www.cdccql.com/from/young20190824234515.html","全天北京赛车网址=http://alqdp88.top","115.50.162.12","1838980815709443694","未知","1","https://link.zhihu.com/?target=http%3A//www.cdccql.com/from/young20190824234515.html","首次访问","新访客","1","Win XP","网通","Opera","","1920x1080","24-bit","","支持","不支持","2019-08-24 23:45:15","未知","https://link.zhihu.com/?target=http%3A//www.cdccql.com/from/young20190824234515.html"
"70","2019/08/24 23:32:52","洛阳","百度","https://link.zhihu.com/?target=http%3A//www.cdccql.com/Award/months20190824233253.html","11选5稳赚网址=http://caihq88.top","42.224.216.75","2128379959953052486","未知","1","https://link.zhihu.com/?target=http%3A//www.cdccql.com/Award/months20190824233253.html","首次访问","新访客","1","Linux","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 23:32:52","未知","https://link.zhihu.com/?target=http%3A//www.cdccql.com/Award/months20190824233253.html"
"71","2019/08/24 23:29:17","洛阳","百度","https://link.zhihu.com/?target=http%3A//www.cdccql.com/airs/the20190824232917.html","六合彩稳赚网址=http://caicz88.top","115.53.254.101","2309051276810362260","未知","1","https://link.zhihu.com/?target=http%3A//www.cdccql.com/airs/the20190824232917.html","首次访问","新访客","1","Ubuntu","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 23:29:17","未知","https://link.zhihu.com/?target=http%3A//www.cdccql.com/airs/the20190824232917.html"
"72","2019/08/24 23:28:01","洛阳","百度","https://link.zhihu.com/?target=http%3A//www.cdccql.com/United/music20190824232801.html","PK10赛车计划网址=http://caiki88.top","42.235.126.165","1825462989805361719","未知","1","https://link.zhihu.com/?target=http%3A//www.cdccql.com/United/music20190824232801.html","首次访问","新访客","1","macOS","","Safari","","1920x1080","24-bit","","支持","不支持","2019-08-24 23:28:01","未知","https://link.zhihu.com/?target=http%3A//www.cdccql.com/United/music20190824232801.html"
"73","2019/08/24 23:27:03","洛阳","百度","https://link.zhihu.com/?target=http%3A//www.cdccql.com/BET/the20190824232703.html","排列3稳赚网址=http://caifm88.top","42.224.129.208","1902986002839348931","未知","1","https://link.zhihu.com/?target=http%3A//www.cdccql.com/BET/the20190824232703.html","首次访问","新访客","1","Win 7","","Opera","","1920x1080","24-bit","","支持","不支持","2019-08-24 23:27:03","未知","https://link.zhihu.com/?target=http%3A//www.cdccql.com/BET/the20190824232703.html"
"74","2019/08/24 23:20:09","洛阳","百度","https://link.zhihu.com/?target=http%3A//www.cdccql.com/BET/version20190824232009.html","全天福彩3D网址=http://caigk88.top","42.235.173.74","1923183014096746649","未知","1","https://link.zhihu.com/?target=http%3A//www.cdccql.com/BET/version20190824232009.html","首次访问","新访客","1","Linux","","Opera","","1920x1080","24-bit","","支持","不支持","2019-08-24 23:20:09","未知","https://link.zhihu.com/?target=http%3A//www.cdccql.com/BET/version20190824232009.html"
"75","2019/08/24 23:17:54","洛阳","百度","https://link.zhihu.com/?target=http%3A//www.cdccql.com/by/New20190824231755.html","PC蛋蛋网站网址=http://caigq88.top","42.224.103.113","2088908870427725572","未知","1","https://link.zhihu.com/?target=http%3A//www.cdccql.com/by/New20190824231755.html","首次访问","新访客","1","Win XP","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 23:17:54","未知","https://link.zhihu.com/?target=http%3A//www.cdccql.com/by/New20190824231755.html"
"76","2019/08/24 22:08:09","洛阳","百度","https://link.zhihu.com/?target=http%3A//www.cdccql.com/black/BET20190824220810.html","分分彩网站网址=http://cahxd88.top","115.50.155.71","2185128958904922270","未知","1","https://link.zhihu.com/?target=http%3A//www.cdccql.com/black/BET20190824220810.html","首次访问","新访客","1","Win 7","网通","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-24 22:08:09","未知","https://link.zhihu.com/?target=http%3A//www.cdccql.com/black/BET20190824220810.html"
"77","2019/08/24 22:03:30","洛阳","百度","https://link.zhihu.com/?target=http%3A//www.cdccql.com/networks/Peterson20190824220309.html","PC蛋蛋稳赚网址=http://cailz88.top","42.235.122.79","1855719230576524522","未知","1","https://link.zhihu.com/?target=http%3A//www.cdccql.com/networks/Peterson20190824220309.html","首次访问","新访客","1","Win 2003","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 22:03:30","未知","https://link.zhihu.com/?target=http%3A//www.cdccql.com/networks/Peterson20190824220309.html"
"78","2019/08/24 22:01:35","洛阳","百度","https://link.zhihu.com/?target=http%3A//www.cdccql.com/is/Live20190824220135.html","PK10赛车代理网址=http://cahpy88.top","125.43.57.104","2192070661314900807","未知","1","https://link.zhihu.com/?target=http%3A//www.cdccql.com/is/Live20190824220135.html","首次访问","新访客","1","Win Vista","网通","Opera","","1920x1080","24-bit","","支持","不支持","2019-08-24 22:01:35","未知","https://link.zhihu.com/?target=http%3A//www.cdccql.com/is/Live20190824220135.html"
"79","2019/08/24 22:01:18","洛阳","百度","https://link.zhihu.com/?target=http%3A//www.cdccql.com/from/Johnson20190824220118.html","快3注册网址=http://alfgc88.top","125.43.57.104","2080667047364079907","未知","1","https://link.zhihu.com/?target=http%3A//www.cdccql.com/from/Johnson20190824220118.html","首次访问","新访客","1","Win XP","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 22:01:18","未知","https://link.zhihu.com/?target=http%3A//www.cdccql.com/from/Johnson20190824220118.html"
"80","2019/08/24 21:55:16","洛阳","百度","https://link.zhihu.com/?target=http%3A//www.cdccql.com/the/Television20190824215517.html","排列3开奖网址=http://cahjm88.top","42.228.245.15","1852746949710022658","未知","1","https://link.zhihu.com/?target=http%3A//www.cdccql.com/the/Television20190824215517.html","首次访问","新访客","1","Win 7","","IE 9.0","","1920x1080","24-bit","","支持","不支持","2019-08-24 21:55:16","未知","https://link.zhihu.com/?target=http%3A//www.cdccql.com/the/Television20190824215517.html"
"81","2019/08/24 21:52:29","洛阳","百度","https://link.zhihu.com/?target=http%3A//www.cdccql.com/networks/the20190824215229.html","分分彩平台网址=http://alale88.top","42.235.124.98","2237762104083437803","未知","1","https://link.zhihu.com/?target=http%3A//www.cdccql.com/networks/the20190824215229.html","首次访问","新访客","1","Win 7","","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-24 21:52:29","未知","https://link.zhihu.com/?target=http%3A//www.cdccql.com/networks/the20190824215229.html"
"82","2019/08/24 21:51:54","洛阳","百度","https://link.zhihu.com/?target=http%3A//www.cdccql.com/a/BET20190824215155.html","六合彩网站网址=http://caikb88.top","182.122.245.164","2232987160590527709","未知","1","https://link.zhihu.com/?target=http%3A//www.cdccql.com/a/BET20190824215155.html","首次访问","新访客","1","Win Vista","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 21:51:54","未知","https://link.zhihu.com/?target=http%3A//www.cdccql.com/a/BET20190824215155.html"
"83","2019/08/24 21:47:16","洛阳","百度","https://link.zhihu.com/?target=http%3A//www.cdccql.com/on/as20190824214716.html","六合彩开奖网址=http://caicq88.top","42.224.102.161","1880459848265686395","未知","1","https://link.zhihu.com/?target=http%3A//www.cdccql.com/on/as20190824214716.html","首次访问","新访客","1","Linux","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 21:47:16","未知","https://link.zhihu.com/?target=http%3A//www.cdccql.com/on/as20190824214716.html"
"84","2019/08/24 21:41:39","洛阳","百度","https://link.zhihu.com/?target=http%3A//www.cdccql.com/the/July20190824214139.html","排列5官网网址=http://cahkc88.top","42.224.102.161","1887843438836631499","未知","1","https://link.zhihu.com/?target=http%3A//www.cdccql.com/the/July20190824214139.html","首次访问","新访客","1","Win 2000","","IE 6.0","","1920x1080","24-bit","","支持","不支持","2019-08-24 21:41:39","未知","https://link.zhihu.com/?target=http%3A//www.cdccql.com/the/July20190824214139.html"
"85","2019/08/24 20:32:02","洛阳","百度","https://link.zhihu.com/?target=http%3A//www.cdccql.com/series/to20190824203202.html","分分彩计划网址=http://alnyk88.top","42.235.173.137","1881645607636267111","未知","1","https://link.zhihu.com/?target=http%3A//www.cdccql.com/series/to20190824203202.html","首次访问","新访客","1","macOS","","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-24 20:32:02","未知","https://link.zhihu.com/?target=http%3A//www.cdccql.com/series/to20190824203202.html"
"86","2019/08/24 20:26:36","洛阳","百度","https://link.zhihu.com/?target=http%3A//www.cdccql.com/September/of20190824202636.html","PC蛋蛋代理网址=http://caigt88.top","42.228.244.238","1725674416153573900","未知","1","https://link.zhihu.com/?target=http%3A//www.cdccql.com/September/of20190824202636.html","首次访问","新访客","1","Win XP","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 20:26:36","未知","https://link.zhihu.com/?target=http%3A//www.cdccql.com/September/of20190824202636.html"
